Dragon,Rarity,BreedAvailability,BreedElementOne,BreedElementTwo,BreedElementTwo,BreedElementThree,BreedElementFive,BreedDragonOne,BreedDragonTraitOne,BreedDragonTwo,BreedDragonTraitTwo,RequiredRiftAlignment,RequiredRiftTrait,OppositeElements,RequiredElementCount,RequiredTimeOfDay,RequiredWeather,RequiredCave,BreedTime,BreedElements,OwnZeroBreedPercentage,OwnOneBreedPercentage,OwnTwoBreedPercentage,NormalSingleClonePercentage,NormalDoubleClonePercentage,SocialSingleClonePercentage,SocialDoubleClonePercentage,RiftSingleClonePercentage,RiftDoubleClonePercentage,VisibleElements,EvolvesFrom,Riftable,Elderable,EarnGold,EarnEtherium,EarnGem,MagicCost,EventSection,ReqiuredTrait,Quest,AirCollection,AnniversaryCollection,ApocalypseCollection,AuraCollection,AutumnCollection,CampingCollection,CelebrationCollection,ChrysalisCollection,ColdCollection,CrystallineCollection,DarkCollection,DreamCollection,EarthCollection,EnhancedCollection,FireCollection,GalacticCollection,GemstoneAllCollection,GemstoneAutumnCollection,GemstoneSpringCollection,GemstoneSummerCollection,GemstoneWinterCollection,GhostlyCollection,HiddenCollection,LegendaryCollection,LightCollection,LightningCollection,LoveCollection,MelodyCollection,MetalCollection,MonolithCollection,MoonCollection,MythicCollection,OlympusCollection,OmofNomsCollection,OrnamentalCollection,OvalithCollection,ParadiseCollection,PlantCollection,RainbowCollection,RiftCollection,SeasonalCollection,SnowflakeCollection,SpookyCollection,SummerCollection,SunCollection,SurfaceCollection,TreasureCollection,VernalCollection,VintageCollection,WaterCollection,WinterCollection,ZodiacCollection
Garden,Rare,unavailable,plant,earth,,,,,,,,,,,,,,,43200,PE,0.04,,,0.01,,0.015,0.1,0.01,,PE,,true,false,755,360000,,1900,1,,Gardenia's Grace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spooky,,,,,,,,,
Gargoyle,Rare,unavailable,monolith,,,,,Trick,,,,,,,,,,,54000,PEWL,0.04,,,0.01,,0.015,0.1,0.01,,PEWL,,true,false,840,360000,,2200,1,,Gravel Gathering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spooky,,,,,,,,,
Garland,Rare,unavailable,fire,plant,earth,lightning,,,,,,,,,,,,,86400,PFEL,0.03,,,0.01,,0.02,0.15,0.01,,PFEL,,true,false,320,360000,,,,,Laurel Lament,,Anniversary,,,,,Celebration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garnet,Gemstone,unavailable,,,,,,Smoke,,Obsidian,,,,,,,,,111600,FEAGe,0.03,,,0.05,0.07,0.03,0.06,0.05,0.07,Ge,,true,false,,240000,120960000,,,,Crimson Canyon,,,,,,,,,,,,,,,,,Gemstone All,,,,Gemstone Winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gatren,Rare,unavailable,,,,,,Oni,,Eldritch,,,,,,,,,68400,FECD,0.03,,,0.01,0.3,0.015,0.15,0.01,0.3,FECD,,true,false,200,360000,,4800,1,,When Life Gives You Limestones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spooky,,,,,,,,,
Gawk,Epic,unavailable,,,,,,Regal,,Gold,,,,,,,,,79200,PFWAMITr,0.04,,,0.05,0.3,0.015,0.15,0.05,0.3,ATr,,true,false,120,240000,,,,,Bird of Paradise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paradise,,,,,,,,,,Treasure,,,,,
Geminian,Epic,unavailable,air,,,,,Sunstruck,,,,,,,,,,,82800,FAID,0.034,,,0.05,0.3,0.04,0.15,0.05,0.3,AZo,,true,false,132,240000,,,,,Synergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zodiac
Geode,Rare,permanent,earth,water,,,,,,,,,,,,,,,82800,EW,0.05,,,0.01,,0.04,0.15,0.01,,EW,,true,false,800,360000,,,,,Sediment Impediment,,,,,,,,,,,,,Earth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water,,
Ghast,Rare,permanent,light,dark,rift,,,,,,,,fire,,,,,rift,0,IDR,0.05,,,0,0,0,0,0.01,0.15,IDR,,true,false,450,360000,,,,F,Phantasm Adrift,,,,,,,,,,,Dark,,,,,,,,,,,,,,Light,,,,,,,,,,,,,,,Rift,,,,,,,,,,,,
Ghost,Rare,unavailable,earth,cold,,,,,,,,,,,,,,,55800,EC,0.05,,,0.01,,0.04,0.1,0.01,,EC,,true,false,1000,360000,,1140,1,,Poltergeist Heist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spooky,,,,,,,,,
Ghostly Bone,Rare,unavailable,,,,,,Ghostly Earth,,Ghostly Fire,,,,,,,,,36000,FE,0.03,,,0.1,0.3,0.1,0.2,0.1,0.3,FE,,false,false,900,360000,,2000,,,Macabre Marrow,,,,,,,,,,,,,,,,,,,,,,Ghostly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghostly Coal,Rare,unavailable,,,,,,Ghostly Fire,,Ghostly Earth,,,,,,,,,43200,FE,0.03,,,0.1,0.3,0.1,0.2,0.1,0.3,FE,,false,false,650,,,,,,Canary's Revenge,,,,,,,,,,,,,,,,,,,,,,Ghostly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghostly Cold,Rare,permanent,,,,,,Ghostly Cold,,Ghostly Cold,,,,,,,,,43200,C,0,,,0,,0,,0,,C,Cold,false,true,1250,,,2800,,,,,,,,,,,,,,,,,,,,,,,,,Ghostly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghostly Decay,Rare,unavailable,,,,,,Ghostly Obsidian,,Ghostly Cold,,,,,,,,,86400,FEC,0.03,,,0.1,0.3,0.1,0.2,0.1,0.3,FEC,,false,false,667,360000,,2000,,,Land of the Unsweetened,,,,,,,,,,,,,,,,,,,,,,Ghostly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghostly Earth,Rare,permanent,,,,,,Ghostly Earth,,Ghostly Earth,,,,,,,,,7200,E,0,,,0,,0,,0,,E,Earth,false,true,1600,,,2800,,,,,,,,,,,,,,,,,,,,,,,,,Ghostly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghostly Evergreen,Rare,unavailable,,,,,,Ghostly Plant,,Ghostly Cold,,,,,,,,,43200,PC,0.03,,,0.1,0.3,0.1,0.2,0.1,0.3,PC,,false,false,820,,,,,,Poltergeist Pine,,,,,,,,,,,,,,,,,,,,,,Ghostly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghostly Fire,Rare,permanent,,,,,,Ghostly Fire,,Ghostly Fire,,,,,,,,,300,F,0,,,0,,0,,0,,F,Fire,false,true,800,,,2800,,,,,,,,,,,,,,,,,,,,,,,,,Ghostly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghostly Flower,Rare,unavailable,,,,,,Ghostly Fire,,Ghostly Plant,,,,,,,,,3600,PF,0.03,,,0.1,0.3,0.1,0.2,0.1,0.3,PF,,false,false,650,,,,,,Audrey Two,,,,,,,,,,,,,,,,,,,,,,Ghostly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghostly Ghost,Rare,unavailable,,,,,,Ghostly Cold,,Ghostly Earth,,,,,,,,,55800,EC,0.03,,,0.1,0.3,0.1,0.2,0.1,0.3,EC,,false,false,1000,360000,,2000,,,Apparent Apparition,,,,,,,,,,,,,,,,,,,,,,Ghostly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghostly Gift,Rare,unavailable,,,,,,Ghostly Evergreen,,Ghostly Fire,,,,,,,,,44700,PFC,0.03,,,0.1,0.3,0.1,0.2,0.1,0.3,PFC,,false,false,500,,,,,,Forever Wrapped,,,,,,,,,,,,,,,,,,,,,,Ghostly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghostly Glacier,Rare,unavailable,,,,,,Ghostly Earth,,Ghostly Cold,,,,,,,,,39600,EC,0.03,,,0.1,0.3,0.1,0.2,0.1,0.3,EC,,false,false,1200,360000,,2000,,,The Floe Beyond,,,,,,,,,,,,,,,,,,,,,,Ghostly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghostly Krampus,Rare,unavailable,,,,,,Ghostly Coal,,Ghostly Cold,,,,,,,,,90000,FEC,0.03,,,0.1,0.3,0.1,0.2,0.1,0.3,FEC,,false,false,430,,,,,,Worse Than Coal...,,,,,,,,,,,,,,,,,,,,,,Ghostly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghostly Kringle,Rare,unavailable,,,,,,Ghostly Trinket,,Ghostly Earth,,,,,,,,,90000,PFEC,0.03,,,0.1,0.3,0.1,0.2,0.1,0.3,PFEC,,false,false,430,,,,,,Ebenezer's Enemy,,,,,,,,,,,,,,,,,,,,,,Ghostly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghostly Lava,Rare,unavailable,,,,,,Ghostly Earth,,Ghostly Fire,,,,,,,,,39600,FE,0.03,,,0.1,0.3,0.1,0.15,0.1,0.3,FE,,false,false,1200,360000,,2000,,,Morbid Molten Motive,,,,,,,,,,,,,,,,,,,,,,Ghostly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghostly Lichen,Rare,unavailable,,,,,,Ghostly Plant,,Ghostly Cold,,,,,,,,,28800,PC,0.03,,,0.1,0.3,0.1,0.2,0.1,0.3,PC,,false,false,855,,,,,,Likely a Lich,,,,,,,,,,,,,,,,,,,,,,Ghostly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghostly Moss,Rare,unavailable,,,,,,Ghostly Plant,,Ghostly Earth,,,,,,,,,43200,PE,0.03,,,0.1,0.3,0.1,0.2,0.1,0.3,PE,,false,false,1050,,,,,,A Swamp Thing,,,,,,,,,,,,,,,,,,,,,,Ghostly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghostly Mountain,Rare,unavailable,,,,,,Ghostly Cold,,Ghostly Earth,,,,,,,,,54000,EC,0.03,,,0.1,0.3,0.1,0.2,0.1,0.3,EC,,false,false,1400,360000,,2000,,,Summit Scare,,,,,,,,,,,,,,,,,,,,,,Ghostly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghostly Nosferatu,Rare,unavailable,,,,,,Ghostly Mountain,,Ghostly Fire,,,,,,,,,46800,FEC,0.03,,,0.1,0.3,0.1,0.2,0.1,0.3,FEC,,false,false,750,360000,,2000,,,Whitbee's Visitation,,,,,,,,,,,,,,,,,,,,,,Ghostly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghostly Obsidian,Rare,unavailable,,,,,,Ghostly Fire,,Ghostly Earth,,,,,,,,,32400,FE,0.03,,,0.1,0.3,0.1,0.15,0.1,0.3,FE,,false,false,1100,360000,,2000,,,The Haunting of Wrothmoore,,,,,,,,,,,,,,,,,,,,,,Ghostly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghostly Oni,Rare,unavailable,,,,,,Ghostly Lava,,Ghostly Cold,,,,,,,,,43200,FEC,0.03,,,0.1,0.3,0.1,0.2,0.1,0.3,FEC,,false,false,650,360000,,2000,,,Home Sweet Horror,,,,,,,,,,,,,,,,,,,,,,Ghostly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghostly Plant,Rare,permanent,,,,,,Ghostly Plant,,Ghostly Plant,,,,,,,,,5,P,0,,,0,,0,,0,,P,Plant,false,true,320,,,2800,,,,,,,,,,,,,,,,,,,,,,,,,Ghostly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghostly Poison,Rare,unavailable,,,,,,Ghostly Plant,,Ghostly Fire,,,,,,,,,1800,PF,0.03,,,0.1,0.3,0.1,0.2,0.1,0.3,PF,,false,false,700,,,,,,Rocky Horror Tincture Show,,,,,,,,,,,,,,,,,,,,,,Ghostly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghostly Spectre,Rare,unavailable,,,,,,Ghostly Cold,,Ghostly Earth,,,,,,,,,43200,EC,0.03,,,0.1,0.3,0.1,0.2,0.1,0.3,EC,,false,false,755,360000,,2000,,,A Telltale Return,,,,,,,,,,,,,,,,,,,,,,Ghostly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghostly Spirit,Rare,unavailable,,,,,,Ghostly Ghost,,Ghostly Spectre,,,,,,,,,54000,EC,0.03,,,0.1,0.3,0.1,0.2,0.1,0.3,EC,,false,false,755,360000,,2000,,,Visitation Manifestation,,,,,,,,,,,,,,,,,,,,,,Ghostly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghostly Tree,Rare,unavailable,,,,,,Ghostly Plant,,Ghostly Earth,,,,,,,,,50400,PE,0.03,,,0.1,0.3,0.1,0.2,0.1,0.3,PE,,false,false,1100,,,,,,Spectral Spruce,,,,,,,,,,,,,,,,,,,,,,Ghostly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghostly Trinket,Rare,unavailable,,,,,,Ghostly Poison,,Ghostly Cold,,,,,,,,,43200,PFC,0.03,,,0.1,0.3,0.1,0.2,0.1,0.3,PFC,,false,false,500,,,,,,Pandora's Box,,,,,,,,,,,,,,,,,,,,,,Ghostly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giddle,Rare,unavailable,earth,plant,light,,,,,,,,,,,,,,72000,PEI,0.03,,,0.01,0.3,0.015,0.05,0.05,0.3,PEI,,true,false,200,360000,,,,,The Perfect Gift,,,,,,,,,,,,,,,,,,,,,,,,,,,Love,,,,,,,,,,,,,,,,,,,,,,,,,
Gift,Rare,unavailable,plant,fire,cold,,,,,,,,,,,,,,44700,PFC,0.07,,,0.01,,0.05,0.1,0.01,,PFC,,true,false,500,360000,,,,,Giving Gulch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,
Gildamane,Epic,permanent,,,,,,Lacewing,,Starwing,,,,,,,,,56850,PFECCh,0.02,,,,0.3,0.01,0.05,,0.3,Ch,,true,false,210,240000,,,,,The Wise Way,,,,,,,,Chrysalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glacier,Hybrid,permanent,earth,cold,,,,,,,,,,,,,,,36000,EC,,,,0.01,,0.1,0.2,0.01,,EC,,true,false,1200,360000,,,,,Below the Floe,,,,,,,,,Cold,,,,Earth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glare,Hybrid,permanent,light,cold,,,,,,,,,,,,,,,34200,CI,,,,0.01,,0.1,0.2,0.01,,CI,,true,false,900,360000,,,,,Caves of Ramora,,,,,,,,,Cold,,,,,,,,,,,,,,,,Light,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glass,Hybrid,permanent,light,earth,,,,,,,,,,,,,,,45000,EI,,,,0.01,,0.1,0.2,0.01,,EI,,true,false,1015,360000,,,,,Silica Valley,,,,,,,,,,,,,Earth,,,,,,,,,,,,Light,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glassia,Epic,unavailable,,,,,,Murano,,Rose,,,,,,,,,122400,PFEAIAu,0.0285,,,0.05,0.3,0.015,0.15,0.05,0.3,PAIAu,,true,false,100,240000,,,,,Heart of Roses,,,,Aura,,,,,,,,,,,,,,,,,,,,,,,Love,,,,,,,,,,,,,,,,,,,,,,,,,
Glasswing,Epic,unavailable,light,dark,,,,Daydream,,,,,,,,,,,108000,AIDDr,0.0375,,,0.01,0.3,0.1,0.2,0.01,0.3,AIDDr,,true,false,125,240000,,,,,It's Real Glass,,,,,,,,,,,,Dream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glimmerwing,Galaxy,permanent,,,,,,,,,,,,,,,,social,82800,EWLMGa,,,,0,0,0.01,0.2,0,0,Ga,,true,false,115,240000,,,,,Glimmering Gorge,,,,,,,,,,,,,,,,Galactic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glitz,Epic,unavailable,,,,,,Yanghis,,Jadice,,,,,,,,,86400,FECOr,0.041,,,0.05,0.3,0.01,0.15,0.05,0.3,Or,,true,false,110,240000,,,,,Sparkle Startle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ornamental,,,,,,,,,,,,,,,,,
Glowwing,Epic,permanent,chrysalis,,,,,Starwing,,,,,,,,,,,111600,PFECCh,0.01,,,0.05,0.3,0.01,0.05,0.05,0.3,Ch,,true,false,450,240000,,,,,Everflowering Fields,,,,,,,,Chrysalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glyph,Epic,permanent,,,,,,Glyph,,Glyph,,,,,,,,,57600,EWAMh,0,,,0,0.3,0,0.15,0,0.3,Mh,Monolith 4,true,false,450,240000,,,,,Deep Slumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monolith,,,,,,,,,,,,,,,,,,,,,,
Gold,Epic,permanent,fire,metal,,,,,,,,,,,,,,,172800,FMTr,0.02,,,,,0.01,0.05,,,Tr,,true,false,200,240000,,,,,Carat Coulee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treasure,,,,,
Gold Olympus,Epic,permanent,earth,lightning,air,,,,,,,,,,,,,,126000,ELOl,0.015,,,,,0.01,0.05,,,Ol,,true,false,200,240000,,,,,Herculean Effort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olympus,,,,,,,,,,,,,,,,,,,
Gourd,Rare,unavailable,,,,,,Pepper,,Root,,,,,,,,,111116,PFED,0.04,,,0.01,,0.03,0.1,0.01,,PFED,,true,false,750,360000,,,,,Pumpkin Patch,,,,,Autumn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Om of Noms,,,,,,,,,,,,,,,,,,
Grace,Epic,unavailable,water,light,,,,Cuddlewing,,,,,,,,,,,79200,EWLIAu,0.025,,,0.01,0.3,0.04,0.15,0.01,0.3,Au,,true,false,160,240000,,,,,Two Beautiful Heads,,,,Aura,,,,,,,,,,,,,,,,,,,,,,,Love,,,,,,,,,,,,,,,,,,,,,,,,,
Gravity,Galaxy,permanent,,,,,,,,,,,,,,,,social,72000,EWADGa,,,,0,0,0.1,0.2,0,0,Ga,,true,false,245,240000,,,,,Gravity Falls,,,,,,,,,,,,,,,,Galactic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenge,Epic,unavailable,,,,,,Burglehoo,,Yule,,,,,,,,,72000,FECIOr,0.02,,,0.05,0.3,0.01,0.15,0.05,0.3,FECIOr,,true,false,140,240000,,,,,Grumpy Wumpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ornamental,,,,,,,,,,,,,,,,Winter,
Greymatter,Epic,unavailable,,,,,,Zombie,,Brood,,,,,,,,,82800,PFELAMDAp,0.041,,,0.05,0.3,0.05,0.15,0.05,0.3,DAp,,true,false,140,240000,,15700,,,Powerful Mojo,,,Apocalypse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spooky,,,,,,,,,
Grimoire,Rare,unavailable,dark,light,air,cold,,,,,,,,,,,,,64800,CAID,0.032,,,0.01,0.3,0.1,0.2,0.01,0.3,CAID,,true,false,220,360000,,8000,1,,Book Of Evil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spooky,,,,,,,,,
Grove,Rare,unavailable,,,,,,Honuhonu,,Frond,,,,,,,,,61200,PW,0.03,,,0.01,0.3,0.01,0.05,0.01,0.3,PW,,true,false,220,360000,,,,,Slow Show,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paradise,,,,,,,,,,,,,,,
Gryphus,Rare,unavailable,air,earth,light,,,,,,,,,,,,,,64800,EAI,0.025,,,0.01,0.3,0.04,0.15,0.01,0.3,EAI,,true,false,325,360000,,,,,Time to Send a Letter,,,,,,,Celebration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulletail,Epic,permanent,,,,,,Gulletail,,Gulletail,,,,,,,,,43200,PFECLMOr,0,,,0,0.3,0,0.3,0,0.3,FECOr,Coal,true,false,210,240000,,,,,Quite the Appetite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ornamental,,,,,,,,,,,,,,,,,
Hail,Hybrid,permanent,cold,lightning,,,,,,,,,,,,,,,28800,CL,,,,0.01,,0.1,0.2,0.01,,CL,,true,false,500,360000,,,,,The Barragening,,,,,,,,,Cold,,,,,,,,,,,,,,,,,Lightning,,,,,,,,,,,,,,,,,,,,,,,,,,
Hakahaka,Rare,unavailable,fire,light,earth,plant,,,,,,,,,,,,,68400,PFEI,0.02,,,0.01,0.3,0.015,0.1,0.01,,PFEI,,true,false,680,360000,,,,,Resolute Ritual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paradise,,,,,,,,,,,,,,,
Halo,Rare,permanent,air,light,,,,,,,,,,,,,,,43200,AI,0.03,,,0.01,,0.02,0.15,0.01,,AI,,true,false,675,360000,,,,,Paradise Palisade,Air,,,,,,,,,,,,,,,,,,,,,,,,Light,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hanno,Rare,unavailable,plant,water,,,,,,,,,,,,,,,72000,PW,0.03,,,0.05,0.3,0.05,0.1,0.05,0.3,PW,,true,false,230,360000,,,,,The Life of the Party,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paradise,,,,,,,,,,,,,,,
Harmony,Epic,unavailable,ornamental,,,,,Iron Blossom,,,,,,,,,,,108000,PMOr,0.03,,,0.01,0.3,0.015,0.1,0.01,0.3,PMOr,,true,false,250,240000,,,,,Down With Dissonance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ornamental,,,,,,,,,,,,,,,,,
Harvest,Rare,unavailable,plant,earth,water,,,,,,,,,,,,,,64800,PEW,0.05,,,0.01,,0.02,0.1,0.01,,PEW,,true,false,750,360000,,,,,Fruitful Feat,,,,,Autumn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Om of Noms,,,,,,,,,,,,,,,,,,
Harvest Moon,Epic,unavailable,,,,,,Harvest,,Moon,,,,,,,,,64800,PECWLMo,0.05,,,0.05,,0.01,0.05,0.05,,PEWMo,,true,false,495,240000,,,,,Marigold Moon,,,,,Autumn,,,,,,,,,,,,,,,,,,,,,,,,,,Moon,,,Om of Noms,,,,,,,,,,,,,,,,,,
Heat,Hybrid,permanent,light,fire,,,,,,,,,,,,,,,43200,FI,,,,0.01,,0.1,0.2,0.01,,FI,,true,false,840,360000,,,,,Thermodynamic Panic,,,,,,,,,,,,,,,Fire,,,,,,,,,,Light,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy Metal,Epic,unavailable,,,,,,Thrasher,,Wrath,,,,,,,,,93600,PLMMe,0.038,,,0.05,0.3,0.015,0.15,0.05,0.3,Me,,true,false,180,240000,,9600,2,,Riff Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melody,,,,,,,,,,,,,,,,,,,,,,,,
Hedera,Epic,permanent,,,,,,Hedera,,Hedera,,,,,,,,,86400,PEWMh,0,,,0,0.3,0,0.15,0,0.3,Mh,Monolith 3,true,false,270,240000,,,,,Creeping Charlie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monolith,,,,,,,,,,,,,,,,,,,,,,
Herald,Epic,unavailable,lightning,light,cold,,,,,,,,,,,,,,122400,CLIOl,0.03,,,0.05,0.3,0.02,0.05,0.05,0.3,Ol,,true,false,275,240000,,,,,Extre Extre Endeavor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olympus,,,,,,,,,,,,,,,,,,,
Hidden Bolt,Rare,unavailable,dark,lightning,,,,,,,,,,,,,,,79200,LD,0.04,,,0.01,0.3,0.015,0.1,0.01,0.3,LD,,true,false,500,360000,,,,,Spark in the Dark,,,,,,,Celebration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holly,Rare,unavailable,,,,,,Mistletoe,,Evergreen,,,,,,,,,86400,PEC,0.12,0.03,,0.01,,0.025,0.1,0.01,,PEC,,true,false,405,360000,,,,,Wreaths Wrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,
Honeyglow,Epic,unavailable,,,,,,Nectar,,Ambrosia,,,,,,,,,111600,PFEIAu,0.03,0.02,,0.01,0.3,0.01,0.05,0.01,0.3,Au,,true,false,195,240000,,,,,Thousand Acre Woods,,,,Aura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honuhonu,Rare,unavailable,,,,,,Sunscorch,,Tidepool,,,,,,,,,64800,PW,0.02,,,0.01,0.3,0.015,0.1,0.01,,PW,,true,false,615,360000,,,,,Seaside Shellslide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paradise,,,,,,,,,,,,,,,
Hooded,Rare,unavailable,lightning,plant,fire,metal,,,,,,,,,,,,,43200,PFLM,0.015,,,0.01,,0.02,0.1,0.01,,PFLM,,true,false,250,360000,,,,,Sssensational Sojourn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vernal,,,,
Howl,Hybrid,permanent,dark,air,,,,,,,,,,,,,,,45000,AD,,,,0.01,,0.1,0.2,0.01,,AD,,true,false,1068,360000,,,,,Allengin Pass,Air,,,,,,,,,,Dark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huddle,Rare,unavailable,,,,,,Harvest,,Karroot,,,,,,,,,79200,PEI,0.0375,,,0.01,0.3,0.1,0.2,0.01,0.3,PEI,,true,false,155,360000,,,,,Golden-brown Feathers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Om of Noms,,,,,,,,,,,,,,,,,,
Humuhumu,Rare,unavailable,,,,,,Party,,Lagoon,,,,,,,,,57600,WI,0.02,,,0.01,0.3,0.015,0.1,0.01,,WI,,true,false,630,360000,,,,,Reef Research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paradise,,,,,,,,,,,,,,,
Hydnellum,Epic,unavailable,apocalypse,,,,,Wendigo,,,,,,,,,,,86400,FECAp,0.04,,,0.05,0.3,0.01,0.15,0.05,0.3,Ap,,true,false,120,240000,,14640,2,,A Fungus,,,Apocalypse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spooky,,,,,,,,,
Hydra,Epic,permanent,,,,,,Quake,,Current,,,,,,,,,122400,EWLOl,0.03,,,,,0.02,0.05,,,Ol,,true,false,275,240000,,,,,Leviathan Caverns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olympus,,,,,,,,,,,,,,,,,,,
Hyperion,Epic,unavailable,,,,,,Fury,,Narcis,,,,,,,,,252000,PECLAMAp,0.02,,,0.01,0.3,0.015,0.1,0.01,0.3,Ap,,true,false,145,240000,,9500,2,,Powerful Presence,,,Apocalypse,,,,Celebration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vintage,,,
Hypnotic,Hybrid,permanent,light,air,,,,,,,,,,,,,,,77400,AI,,,,0.01,,0.1,0.2,0.01,,AI,,true,false,695,360000,,,,,Mesmeric Mausoleum,Air,,,,,,,,,,,,,,,,,,,,,,,,Light,,,,,,,,,,,,,,,,,,,,,,,,,,,
